"TITOLO","EPISODIO","DATA","TIPO","LIKE","COMMENTI","CONDIVISIONI","VISUALIZZAZIONI (per i video)","ASHTAG"
"Serie 1",,01/03/16,"FOTO",10000,367,385,,"#GreysAnatomy"
"Serie 1",,02/03/16,"LINK",3300,25,59,,"#GreysAnatomy"
"Serie 1","12x12",03/03/16,"FOTO",12000,149,189,,"#GreysAnatomy"
"Serie 1",,03/03/16,"VIDEO",18000,792,852,430000,"#GreysAnatomy"
"Serie 1",,03/03/16,"VIDEO",1700,68,65,91000,"#GreysAnatomy"
"Serie 1",,03/03/16,"FOTO",7000,126,116,,"#GreysAnatomy"
"Serie 1",,04/03/16,"GIF",45000,2109,5086,,"#TGIT #GreysAnatomy"
"Serie 1",,04/03/16,"TESTO",97000,663,18435,,"#GreysAnatomy"
"Serie 1",,04/03/16,"FOTO",8600,213,278,,"#GreysAnatomy"
"Serie 1",,04/03/16,"FOTO",38000,595,496,,"#GreysAnatomy #WorkPlaceRelationshipProblems"
"Serie 1",,04/03/16,"FOTO",3900,111,47,,"#GreysAnatomy"
"Serie 1",,04/03/16,"TESTO",36000,268,7061,,"#GreysAnatomy"
"Serie 1",,04/03/16,"FOTO",11000,191,236,,"#GreysAnatomy"
"Serie 1",,04/03/16,"VIDEO",9800,301,252,248000,"#GreysAnatomy"
"Serie 1",,06/03/16,"FOTO",32000,185,5064,,"#GreysAnatomy"
"Serie 1",,07/03/16,"VIDEO",17000,713,1085,467000,"#GreysAnatomy #TearsOfGreys"
"Serie 1",,08/03/16,"FOTO",49000,346,1227,,"#GreysAnatomy #InternationalWomenDay"
"Serie 1",,08/03/16,"LINK",18000,832,474,,"#GreysAnatomy"
"Serie 1",,08/03/16,"LINK",13000,1209,1777,,"#GreysAnatomy"
"Serie 1",,09/03/16,"VIDEO",14000,406,625,331000,"#GreysAnatomy"
"Serie 1","13x12",10/03/16,"FOTO",27000,247,1004,,
"Serie 1",,10/03/16,"VIDEO",10000,291,389,393000,"#GreysAnatomy"
"Serie 1",,11/03/16,"TESTO",4200,37,145,,
"Serie 1",,11/03/16,"FOTO",10000,126,164,,
"Serie 1",,11/03/16,"VIDEO",4800,59,113,110000,
"Serie 1",,11/03/16,"TESTO",48000,372,5641,,
"Serie 1",,11/03/16,"FOTO",16000,146,1528,,
"Serie 1",,11/03/16,"VIDEO",15000,828,661,347000,
"Serie 1",,11/03/16,"LINK",13000,651,1041,,"#GreysAnatomy"
"Serie 1",,12/03/16,"VIDEO",10000,453,447,205000,"#GreysAnatomy"
"Serie 1",,12/03/16,"LINK",8000,230,168,,
"Serie 1",,13/03/16,"FOTO",11000,113,971,,"#GreysAnatomy"
"Serie 1",,14/03/16,"VIDEO",7700,138,161,246000,
"Serie 1",,15/03/16,"LINK",4200,202,76,,
"Serie 1",,16/03/16,"GIF",24000,165,507,,
"Serie 1",,16/03/16,"FOTO",800,91,116,,"#GreysAnatomy"
"Serie 1","14x12",17/03/16,"LINK",9000,210,221,,
"Serie 1",,17/03/16,"LINK",8400,74,98,,
"Serie 1",,17/03/16,"VIDEO",7700,272,414,193000,"#GreysAnatomy"
"Serie 1",,17/03/16,"TESTO",6900,76,527,,
"Serie 1",,18/03/16,"FOTO",3900,130,73,,
"Serie 1",,18/03/16,"TESTO",62000,561,10705,,
"Serie 1",,18/03/16,"FOTO",73000,1294,1766,,
"Serie 1",,18/03/16,"VIDEO",14000,722,511,397000,
"Serie 1",,18/03/16,"LINK",2300,35,36,,"#GreysAnatomy"
"Serie 1",,19/03/16,"VIDEO",5200,103,156,197000,"#BestOfTGIT #ReadyForAnything"
"Serie 1",,20/03/16,"VIDEO",9800,168,232,296000,
"Serie 1",,21/03/16,"FOTO",4800,41,85,,
"Serie 1",,21/03/16,"LINK",8200,475,334,,
"Serie 1",,22/03/16,"LINK",611,10,,,"#TheCatch #TGIT"
"Serie 1",,22/03/16,"LINK",618,15,,,"#TGIT"
"Serie 1",,23/03/16,"LINK",5800,306,170,,
"Serie 1",,23/03/16,"VIDEO",5200,91,204,116000,"#NationalPuppyDay"
"Serie 1","15x12",24/03/16,"FOTO",32000,964,204,,"#GreysAnatomy"
"Serie 1",,24/03/16,"VIDEO",9400,535,407,197000,"#GreysAnatomy"
"Serie 1",,25/03/16,"TESTO",5400,53,494,,
"Serie 1",,25/03/16,"FOTO",5800,297,78,,
"Serie 1",,25/03/16,"VIDEO",9900,399,281,309000,
"Serie 1",,25/03/16,"FOTO",7300,138,155,,
"Serie 1",,25/03/16,"TESTO",69000,673,10694,,
"Serie 1",,25/03/16,"FOTO",4600,113,193,,
"Serie 1",,25/03/16,"VIDEO",10000,189,607,210000,
"Serie 1",,25/03/16,"LINK",3900,144,62,,"#GreysAnatomy"
"Serie 1",,26/03/16,"LINK",12000,370,239,,"#GreysAnatomy"
"Serie 1",,26/03/16,"VIDEO",9900,1330,551,255000,
"Serie 1",,27/03/16,"VIDEO",5400,82,100,110000,
"Serie 1",,28/03/16,"VIDEO",6600,115,144,145000,
"Serie 1",,28/03/16,"LINK",3100,108,57,,
"Serie 1",,29/03/16,"FOTO",12000,432,67,,"#GreysAnatomy"
"Serie 1",,29/03/16,"FOTO",92000,1434,655,,
"Serie 1",,30/03/16,"VIDEO",7300,221,232,337000,
"Serie 1",,30/03/16,"VIDEO",45000,1190,4335,801000,"#NationalDoctorsDay"
"Serie 1",,30/03/16,"LINK",17000,1670,1197,,"#GreysAnatomy"
"Serie 1","16x12",31/03/16,"FOTO",43000,329,488,,"#TGIT"
"Serie 1",,31/03/16,"VIDEO",11000,833,754,473000,
"Serie 1",,01/04/16,"TESTO",5600,44,264,,
"Serie 1",,01/04/16,"FOTO",20000,881,333,,
"Serie 1",,01/04/16,"VIDEO",11000,232,389,313000,"#GreysSisterhood"
"Serie 1",,01/04/16,"FOTO",10000,258,320,,
"Serie 1",,01/04/16,"TESTO",23000,268,3661,,
"Serie 1",,01/04/16,"FOTO",6000,118,179,,
"Serie 1",,01/04/16,"VIDEO",27000,1432,947,1400000,"#GreysAnatomy"
"Serie 1",,02/04/16,"LINK",1500,60,17,,
"Serie 1",,02/04/16,"LINK",20000,394,351,,"#GreysAnatomy"
"Serie 1",,02/04/16,"VIDEO",7700,215,267,192000,
"Serie 1",,02/04/16,"LINK",74000,982,1774,,"#GreysAnatomy"
"Serie 1",,03/04/16,"FOTO",16000,98,2692,,
"Serie 1",,04/04/16,"VIDEO",21000,681,1019,393000,
"Serie 1",,04/04/16,"LINK",3600,103,49,,
"Serie 1",,05/04/16,"FOTO",6300,318,95,,
"Serie 1",,06/04/16,"VIDEO",11000,297,493,459000,
"Serie 1",,06/04/16,"VIDEO",34000,439,782,1600000,
"Serie 1",,06/04/16,"LINK",9800,250,192,,
"Serie 1",,06/04/16,"FOTO",34000,114,146,,
"Serie 1","17x12",07/04/16,"VIDEO",10000,298,433,320000,"#GreysAnatomy"
"Serie 1",,08/04/16,"TESTO",17000,129,960,,
"Serie 1",,08/04/16,"TESTO",25000,325,2393,,
"Serie 1",,08/04/16,"VIDEO",31000,1642,1146,2000000,
"Serie 1",,08/04/16,"LINK",13000,262,176,,"#GreysAnatomy"
"Serie 1",,09/04/16,"VIDEO",14000,1570,998,273000,"#GreysAnatomy #2HourGreysEvent"
"Serie 1",,10/04/16,"VIDEO",20000,145,402,895000,
"Serie 1",,11/04/16,"VIDEO",31000,279,600,1100000,
"Serie 1",,11/04/16,"LINK",6100,89,102,,
"Serie 1",,12/04/16,"FOTO",44000,696,588,,
"Serie 1",,13/04/16,"VIDEO",7000,242,381,310000,"#2HourGreysEvent"
"Serie 1",,13/04/16,"FOTO",14000,552,869,,"#2HourGreysEvent"
"Serie 1","18x12 19x12",14/04/16,"LINK",4800,83,138,,"#2HourGreysEvent"
"Serie 1",,14/04/16,"VIDEO",8300,369,536,211000,"#GreysAnatomy #2HourGreysEvent"
"Serie 1",,14/04/16,"VIDEO",9900,308,438,384000,"#2HourGreysEvent"
"Serie 1",,15/04/16,"TESTO",22000,191,594,,
"Serie 1",,15/04/16,"TESTO",22000,208,2722,,
"Serie 1",,15/04/16,"TESTO",20000,234,1318,,
"Serie 1",,15/04/16,"TESTO",32000,472,2985,,
"Serie 1",,15/04/16,"VIDEO",20000,162,263,1000000,"#GreysSisterhood"
"Serie 1",,15/04/16,"VIDEO",25000,1322,826,1700000,
"Serie 1",,15/04/16,"LINK",26000,971,826,,"#2HourGreysEvent"
"Serie 1",,16/04/16,"VIDEO",17000,179,281,1200000,"#BestOfTGIT #ReadyForAnything "
"Serie 1",,16/04/16,"LINK",11000,505,189,,
"Serie 1",,17/04/16,"VIDEO",23000,235,387,1500000,
"Serie 1",,18/04/16,"VIDEO",102000,3386,4024,2800000,
"Serie 1",,19/04/16,"LINK",5800,120,152,,"#TearsOfGreys"
"Serie 1",,19/04/16,"LINK",23000,4292,1037,,
"Serie 1",,20/04/16,"TESTO",34000,171,1950,,"#WednesdayWisdom"
"Serie 1",,20/04/16,"LINK",126000,4227,9404,,"#GreysAnatomy"
"Serie 1",,20/04/16,"VIDEO",17000,179,263,970000,
"Serie 1","20x12",21/04/16,"VIDEO",9500,785,538,367000,"#GreyAnatomy"
"Serie 1",,22/04/16,"TESTO",19000,175,633,,
"Serie 1",,22/04/16,"TESTO",19000,382,1267,,
"Serie 1",,22/04/16,"VIDEO",24000,770,535,1600000,
"Serie 1",,22/04/16,"LINK",16000,477,243,,"#GreyAnatomy"
"Serie 1",,22/04/16,"VIDEO",9300,137,114,848000,"#BestOfTGIT #ReadyForAnything #ZYRTEC"
"Serie 1",,23/04/16,"VIDEO",31000,1600,1402,1500000,
"Serie 1",,23/04/16,"LINK",87000,7912,26700,,
"Serie 1",,24/04/16,"VIDEO",48000,979,1704,1900000,
"Serie 1",,24/04/16,"LINK",36000,1248,4526,,
"Serie 1",,25/04/16,"VIDEO",99000,1834,4175,3600000,
"Serie 1",,25/04/16,"LINK",5000,127,83,,
"Serie 1",,26/04/16,"VIDEO",21000,478,382,1000000,
"Serie 1",,26/04/16,"LINK",22000,985,781,,
"Serie 1",,27/04/16,"VIDEO",25000,1061,276,1000000,"#WednesdayWisdom"
"Serie 1",,27/04/16,"LINK",56000,749,1387,,"#GreysAnatomy"
"Serie 1","21x12",28/04/16,"VIDEO",27000,679,764,1300000,
"Serie 1",,29/04/16,"TESTO",14000,191,701,,
"Serie 1",,29/04/16,"TESTO",19000,206,719,,
"Serie 1",,29/04/16,"VIDEO",21000,163,279,967000,"#GreysSisterhood"
"Serie 1",,29/04/16,"VIDEO",26000,302,476,1000000,
"Serie 1",,29/04/16,"LINK",9800,165,110,,
"Serie 1",,30/04/16,"VIDEO",23000,493,222,1100000,"#BestOfTGIT #ReadyForAnything #ZYRTEC"
"Serie 1",,01/05/16,"VIDEO",25000,217,410,1200000,
"Serie 1",,02/05/16,"VIDEO",13000,203,205,357000,
"Serie 1",,03/05/16,"LINK",19000,1008,884,,
"Serie 1",,04/05/16,"VIDEO",15000,120,224,562000,"#WednesdayWisdom"
"Serie 1",,04/05/16,"LINK",16000,579,635,,
"Serie 1",,04/05/16,"VIDEO",15000,617,424,519000,"#GreysAnatomy"
"Serie 1","22x12",05/05/16,"VIDEO",36000,1545,2169,1900000,
"Serie 1",,06/05/16,"TESTO",22000,543,951,,
"Serie 1",,06/05/16,"VIDEO",59000,2750,3966,2800000,
"Serie 1",,06/05/16,"TESTO",13000,1295,605,,
"Serie 1",,06/05/16,"VIDEO",70000,5610,5012,3300000,
"Serie 1",,06/05/16,"LINK",21000,1075,394,,
"Serie 1",,07/05/16,"VIDEO",41000,3491,2570,1500000,
"Serie 1",,08/05/16,"VIDEO",44000,529,2601,1300000,
"Serie 1",,09/05/16,"VIDEO",40000,774,1033,1700000,
"Serie 1",,09/05/16,"VIDEO",5000,204,,559953,
"Serie 1",,10/05/16,"LINK",6700,229,96,,
"Serie 1",,11/05/16,"VIDEO",47000,1253,1034,1700000,
"Serie 1","23x12",12/05/16,"VIDEO",29000,2802,1411,2200000,
"Serie 1",,13/05/16,"TESTO",26000,649,2446,,
"Serie 1",,13/05/16,"VIDEO",63000,9363,5808,2600000,
"Serie 1",,13/05/16,"LINK",44000,2785,1402,,
"Serie 1",,14/05/16,"VIDEO",16000,695,357,1300000,"#BestOfTGIT #ReadyForAnything #ZYRTEC"
"Serie 1",,15/05/16,"VIDEO",56000,2547,2642,3900000,
"Serie 1",,16/05/16,"FOTO",6900,39,27,,
"Serie 1",,16/05/16,"VIDEO",53000,1538,1233,2200000,
"Serie 1",,16/05/16,"LINK",2000,127,147,,
"Serie 1",,17/05/16,"VIDEO",26000,889,668,1200000,"#FellAllTheFeels #GreysAnatomy"
"Serie 1",,18/05/16,"VIDEO",25000,1008,1185,1300000,"#GreysAnatomy"
"Serie 1",,18/05/16,"VIDEO",46000,3803,6177,1700000,"#GreysAnatomy #FeelAllTheFeels"
"Serie 1",,18/05/16,"VIDEO",33000,1338,1324,1800000,
"Serie 1","24x12 finale",19/05/16,"VIDEO",32000,1172,855,1600000,
"Serie 1",,19/05/16,"LINK",6700,154,117,,
"Serie 1",,19/05/16,"VIDEO",43000,2348,4515,2800000,"#FellAllTheFeels #GreysAnatomy"
"Serie 1",,19/05/16,"LINK",11000,426,208,,
"Serie 1",,19/05/16,"VIDEO",29000,4774,1862,1300000,
"Serie 1",,20/05/16,"TESTO",41000,440,3973,,
"Serie 1",,20/05/16,"VIDEO",45000,1415,2043,1400000,"#FellAllTheFeels"
"Serie 1",,20/05/16,"FOTO",29000,898,426,,
"Serie 1",,20/05/16,"VIDEO",117000,5937,11117,3300000,
"Serie 1",,20/05/16,"LINK",34000,913,685,,
"Serie 1",,21/05/16,"VIDEO",35000,1822,1026,2000000,
"Serie 1",,22/05/16,"VIDEO",113000,2812,5044,3300000,
"Serie 1",,25/05/16,"VIDEO",35000,1480,1277,719000,
"Serie 1",,26/05/16,"VIDEO",33000,879,626,908000,
"Serie 2",,01/09/15,"FOTO",1300,14,16,,
"Serie 2",,01/09/15,"LINK",3900,133,1,,"#Scandal"
"Serie 2",,01/09/15,"FOTO",763,23,64,,"#TGIT #HowDoYouTGIT"
"Serie 2",,02/09/15,"LINK",47600,409,4200,," #Scandal  #TGIT"
"Serie 2",,02/09/15,"FOTO",10200,200,652,,"#TGIT #Shondaland #EWTGIT"
"Serie 2",,03/09/15,"FOTO",58600,1000,4400,," #Scandal  #TGIT"
"Serie 2",,05/09/15,"FOTO",24900,425,1200,,"#gladiator #Scandal #TGIT"
"Serie 2",,05/09/15,"FOTO",18600,136,374,," #Scandal  #TGIT"
"Serie 2",,06/09/15,"FOTO",22700,458,2400,,"#Scandal #TGIT"
"Serie 2",,06/09/15,"FOTO",24200,325,2600,,"#TGIT #HowDoYouTGIT"
"Serie 2",,09/09/15,"LINK",6600,102,,,
"Serie 2",,10/09/15,"FOTO",40000,550,6600,,"#TGIT #Scandal"
"Serie 2",,10/09/15,"FOTO",17300,167,405,,"#Scandal"
"Serie 2",,11/09/15,"FOTO",26500,389,2600,,"#Scandal"
"Serie 2",,11/09/15,"FOTO",7400,50,304,,"#HowDoYouTGIT #TGIT"
"Serie 2",,12/09/15,"FOTO",7500,83,522,,"#TGIT #HowDoYouTGIT"
"Serie 2",,14/09/15,"VIDEO",2400,130,123,66000,"#TGIT #HowDoYouTGIT"
"Serie 2",,15/09/15,"FOTO",2200,12,38,,"#Scandal"
"Serie 2",,16/09/15,"FOTO",10000,189,180,,"#Scandal"
"Serie 2",,16/09/15,"FOTO",9900,167,321,,"#Scandal #HowDoYouTGIT #WineWednesday"
"Serie 2",,16/09/15,"LINK",3500,121,243,,"#Scandal"
"Serie 2",,17/09/15,"FOTO",8300,236,749,," #Scandal #TGIT"
"Serie 2",,17/09/15,"VIDEO",4500,109,622,34000,"#TGIT #Scandal"
"Serie 2",,18/09/15,"FOTO",1600,59,261,,"#Scandal #TGIT"
"Serie 2",,19/09/15,"FOTO",3000,71,172,,"#TGIT #Scandal"
"Serie 2",,19/09/15,"VIDEO",1700,40,77,55000,"#TGIT #HowDoYouTGIT"
"Serie 2",,20/09/15,"FOTO",14000,123,382,,"#HowDoYouTGIT #Scandal"
"Serie 2",,20/09/15,"VIDEO",24000,637,1501,1300000,"#HuckleberryQuinn #TGIT #HowDoYouTGIT #Scandal"
"Serie 2",,22/09/15,"VIDEO",15000,435,2297,135000,"#TGIT #Scandal"
"Serie 2",,22/09/15,"FOTO",2000,14,32,,"#Scandal"
"Serie 2",,22/09/15,"FOTO",3700,30,69,,"#Scandal"
"Serie 2",,22/09/15,"FOTO",25000,448,122,,"#Scandal"
"Serie 2",,23/09/15,"FOTO",11000,212,1385,,"#Scandal"
"Serie 2",,23/09/15,"FOTO",119000,1927,5002,,"#TGIT #Scandal"
"Serie 2",,23/09/15,"FOTO",4300,48,161,,"#Scandal"
"Serie 2",,23/09/15,"FOTO",17000,441,2581,,"#TGIT #Scandal"
"Serie 2",,23/09/15,"FOTO",3200,39,104,,"#Scandal"
"Serie 2","1x5",24/09/15,"FOTO",2600,26,122,,"#Scandal"
"Serie 2",,24/09/15,"VIDEO",10000,624,1747,176000,"#Scandal"
"Serie 2",,24/09/15,"VIDEO",75000,1920,10487,3200000,"#TGIT #Scandal"
"Serie 2",,24/09/15,"FOTO",8700,97,237,,"#TGIT"
"Serie 2",,24/09/15,"VIDEO",43000,990,6012,587000,"#TGIT #Scandal"
"Serie 2",,24/09/15,"VIDEO",8700,537,1515,161000,"#Scandal"
"Serie 2",,25/09/15,"FOTO",22000,438,1184,,"#TGIT #Scandal"
"Serie 2",,25/09/15,"FOTO",44000,1236,1926,,"#Olitz #Scandal"
"Serie 2",,25/09/15,"FOTO",24000,917,1375,,"#TGIT #Scandal"
"Serie 2",,25/09/15,"FOTO",2400,73,86,,"#TGIT"
"Serie 2",,25/09/15,"FOTO",30000,812,920,,"#Scandal #TGIT"
"Serie 2",,25/09/15,"FOTO",7000,225,178,,"#Scandal #Gladiators"
"Serie 2",,25/09/15,"VIDEO",7600,637,746,155000,"#Scandal"
"Serie 2",,27/09/15,"FOTO",25000,326,1501,,"#Scandal"
"Serie 2",,27/09/15,"VIDEO",3100,104,169,76000,"#Scandal"
"Serie 2",,28/09/15,"VIDEO",4700,50,130,92000,"#Scandal"
"Serie 2",,30/09/15,"LINK",3900,160,246,,"#Scandal"
"Serie 2",,30/09/15,"FOTO",7400,144,309,,"#Scandal"
"Serie 2","2x5",01/10/15,"VIDEO",6400,292,649,152000,"#Scandal"
"Serie 2",,01/10/15,"VIDEO",25000,634,2058,729000,"#Scandal #Gladiators "
"Serie 2",,01/10/15,"FOTO",7900,203,241,,"#TGIT #Scandal #Gladiators"
"Serie 2",,02/10/15,"FOTO",16000,532,599,,"#Scandal"
"Serie 2",,02/10/15,"FOTO",14000,284,502,,"#Scandal"
"Serie 2",,02/10/15,"VIDEO",17000,1484,2496,,"#Scandal"
"Serie 2",,03/10/15,"LINK",4800,307,637,,"#Scandal"
"Serie 2",,03/10/15,"FOTO",1800,29,57,,
"Serie 2",,03/10/15,"VIDEO",7900,401,886,129000,"#Scandal"
"Serie 2",,04/10/15,"FOTO",14000,321,303,,"#Scandal"
"Serie 2",,04/10/15,"VIDEO",3200,152,123,106000,"#Scandal #TGIT"
"Serie 2",,04/10/15,"LINK",3400,119,172,,"#Scandal"
"Serie 2",,05/10/15,"FOTO",5700,164,82,,"#TheView"
"Serie 2",,05/10/15,"FOTO",19000,166,454,,"#Scandal"
"Serie 2",,06/10/15,"VIDEO",11000,733,1462,246000,"#Scandal"
"Serie 2",,06/10/15,"FOTO",7200,92,113,,"#Scandal #GameChanfer #TGIT"
"Serie 2",,07/10/15,"LINK",5100,211,314,,"#Scandal"
"Serie 2","3x5",08/10/15,"FOTO",3500,59,84,,"#Scandal"
"Serie 2",,08/10/15,"VIDEO",15000,415,1721,427000,"#Yes #TGIT #Scandal"
"Serie 2",,08/10/15,"VIDEO",8100,439,910,183000,"#Scandal"
"Serie 2",,09/10/15,"FOTO",1300,26,18,,
"Serie 2",,09/10/15,"VIDEO",7100,249,342,117000,"#Scandal"
"Serie 2",,09/10/15,"FOTO",12000,1102,456,,"#Scandal"
"Serie 2",,09/10/15,"FOTO",31000,557,455,,"#Scandal"
"Serie 2",,09/10/15,"VIDEO",20000,1089,1978,406000,"#WatchMeChooseYou #Scandal"
"Serie 2",,10/10/15,"FOTO",10000,217,173,,"#FashionFriday #Scandal"
"Serie 2",,10/10/15,"VIDEO",5500,211,559,101000,"#Gladiators #Scandal"
"Serie 2",,10/10/15,"LINK",3800,103,163,,"#Scandal"
"Serie 2",,11/10/15,"FOTO",4400,171,115,,"#Scandal"
"Serie 2",,12/10/15,"VIDEO",6700,658,497,119584,"#TGIT #Scandal"
"Serie 2",,13/10/15,"VIDEO",6700,263,616,220197,"#Scandal"
"Serie 2",,14/10/15,"VIDEO",6100,147,184,140506,"#Scandal"
"Serie 2",,14/10/15,"VIDEO",5200,131,470,174516,"#Scandal"
"Serie 2",,14/10/15,"FOTO",7600,106,267,,"#Scandal"
"Serie 2","4x5",15/10/15,"LINK",2500,52,113,," #Scandal #Refinery29"
"Serie 2",,15/10/15,"VIDEO",5000,152,564,138827,"#Scandal"
"Serie 2",,16/10/15,"FOTO",5400,126,286,,"#Scandal"
"Serie 2",,16/10/15,"FOTO",1900,91,44,,
"Serie 2",,16/10/15,"FOTO",13800,237,526,,"#Scandal"
"Serie 2",,16/10/15,"FOTO",9900,329,366,,"#Scandal"
"Serie 2",,16/10/15,"FOTO",19700,232,388,,"#Scandal"
"Serie 2",,16/10/15,"FOTO",12600,229,328,,"#Scandal"
"Serie 2",,16/10/15,"VIDEO",9400,336,677,195383,"#Scandal"
"Serie 2",,16/10/15,"VIDEO",21100,1250,3446,492792,"#Olitz #Scandal"
"Serie 2",,17/10/15,"FOTO",12000,247,61,,"#FashionFriday #Scandal"
"Serie 2",,17/10/15,"FOTO",8100,335,221,,"#Scandal"
"Serie 2",,17/10/15,"LINK",16000,163,369,,
"Serie 2",,18/10/15,"FOTO",8700,132,202,,"#PapaPope #Scandal"
"Serie 2",,18/10/15,"FOTO",60500,3313,16181,,
"Serie 2",,19/10/15,"VIDEO",3000,150,196,,"#Scandal"
"Serie 2",,20/10/15,"FOTO",12800,205,369,,"#Scandal"
"Serie 2",,20/10/15,"LINK",2600,89,150,,"#Scandal"
"Serie 2",,20/10/15,"FOTO",6400,86,170,,"#Scandal"
"Serie 2",,20/10/15,"VIDEO",8100,421,824,234000,"#Scandal"
"Serie 2",,21/10/15,"FOTO",16000,293,355,,"#Scandal"
"Serie 2",,21/10/15,"VIDEO",4300,244,633,166000,"#Scandal"
"Serie 2",,21/10/15,"FOTO",7300,122,204,,"#Scandal"
"Serie 2","5x5",22/10/15,"FOTO",4100,75,148,,"#Scandal"
"Serie 2",,22/10/15,"VIDEO",2000,57,128,71000,"#Scandal"
"Serie 2",,22/10/15,"VIDEO",6100,139,530,184000,"#TGIT"
"Serie 2",,22/10/15,"VIDEO",13000,347,1281,705000," #Scandal #Gladiators"
"Serie 2",,22/10/15,"FOTO",3000,97,171,,"#Scandal"
"Serie 2",,23/10/15,"FOTO",26000,538,1403,,"#Scandal"
"Serie 2",,23/10/15,"FOTO",15000,326,497,,"#Scandal"
"Serie 2",,23/10/15,"FOTO",16000,848,888,,"#Scandal"
"Serie 2",,23/10/15,"VIDEO",10000,277,357,317000,"#Scandal"
"Serie 2",,23/10/15,"FOTO",25000,603,540,,"#Scandal"
"Serie 2",,23/10/15,"VIDEO",14000,690,1550,312000,"#Scandal"
"Serie 2",,23/10/15,"FOTO",15000,250,194,,"#FashionFriday #Scandal"
"Serie 2",,24/10/15,"VIDEO",7200,575,864,148000,"#Scandal"
"Serie 2",,24/10/15,"VIDEO",7200,372,339,101000,"#Scandal"
"Serie 2",,25/10/15,"FOTO",5500,156,138,,"#Scandal"
"Serie 2",,27/10/15,"VIDEO",6800,175,312,235000,"#Scandal"
"Serie 2",,27/10/15,"VIDEO",9300,797,1175,252000,"#Scandal"
"Serie 2",,27/10/15,"FOTO",27000,336,87,,"#Scandal"
"Serie 2",,27/10/15,"LINK",2800,150,156,,"#Scandal"
"Serie 2",,28/10/15,"LINK",5200,188,209,,"#Scandal"
"Serie 2",,28/10/15,"FOTO",13000,293,208,,"#Scandal"
"Serie 2","6x5",29/10/15,"FOTO",4900,168,147,,"#Scandal"
"Serie 2",,29/10/15,"FOTO",19000,131,228,,"#Scandal"
"Serie 2",,29/10/15,"VIDEO",5500,189,451,162000,"#Scandal"
"Serie 2",,29/10/15,"VIDEO",9900,937,1221,209000,"#ScandalHigh"
"Serie 2",,30/10/15,"FOTO",17000,301,524,,"#Scandal"
"Serie 2",,30/10/15,"FOTO",1200,47,29,,
"Serie 2",,30/10/15,"FOTO",7400,434,227,,"#Scandal"
"Serie 2",,30/10/15,"FOTO",14000,541,283,,"#Scandal"
"Serie 2",,30/10/15,"FOTO",37000,365,304,,"#Scandal"
"Serie 2",,30/10/15,"FOTO",10000,286,179,,"#Scandal"
"Serie 2",,30/10/15,"FOTO",11000,157,199,,"#Scandal"
"Serie 2",,30/10/15,"VIDEO",21000,1395,1833,539000,"#Scandal"
"Serie 2",,30/10/15,"FOTO",12000,208,131,,"#FashionFriday #Scandal"
"Serie 2",,31/10/15,"LINK",1900,66,95,,"#Halloween"
"Serie 2",,31/10/15,"VIDEO",6800,360,460,188000,"#Scandal"
"Serie 2",,31/10/15,"VIDEO",3500,110,144,130000,"#Scandal"
"Serie 2",,01/11/15,"VIDEO",4100,178,196,105000,"#Scandal"
"Serie 2",,02/11/15,"VIDEO",5100,108,277,173000,"#MondayMotivation #Scandal"
"Serie 2",,03/11/15,"LINK",1300,50,62,,"#Scandal"
"Serie 2",,03/11/15,"LINK",2400,81,105,,"#Scandal"
"Serie 2",,04/11/15,"LINK",2400,183,122,,"#Scandal"
"Serie 2",,04/11/15,"FOTO",3400,79,106,,"#Scandal"
"Serie 2","7x5",05/11/15,"VIDEO",6300,221,611,379000,"#Scandal"
"Serie 2",,05/11/15,"FOTO",10000,108,183,,"#TGIT #Scandal"
"Serie 2",,05/11/15,"VIDEO",7800,356,854,234000,"#Scandal"
"Serie 2",,06/11/15,"FOTO",2700,68,62,,"#ScandalHigh"
"Serie 2",,06/11/15,"FOTO",12000,371,209,,"#Scandal"
"Serie 2",,06/11/15,"FOTO",7200,326,202,,"#Scandal"
"Serie 2",,06/11/15,"FOTO",17000,993,587,,"#Scandal"
"Serie 2",,06/11/15,"VIDEO",8400,428,610,216000,"#Scandal"
"Serie 2",,06/11/15,"FOTO",10000,247,200,," #Scandal #FashionFriday"
"Serie 2",,07/11/15,"VIDEO",4800,317,523,131000,"#Scandal"
"Serie 2",,07/11/15,"VIDEO",7600,443,449,177000,"#Scandal"
"Serie 2",,08/11/15,"FOTO",12000,342,435,,"#Scandal"
"Serie 2",,10/11/15,"LINK",9200,422,998,,
"Serie 2",,11/11/15,"VIDEO",7800,417,948,217000,"#Scandal"
"Serie 2",,11/11/15,"LINK",283,15,,,"#TGIT #TheSpinOff #KCRW"
"Serie 2",,11/11/15,"FOTO",13000,164,132,,"#TGIT #Scandal"
"Serie 2","8x5",12/11/15,"LINK",1700,127,107,,"#Scandal"
"Serie 2",,12/11/15,"VIDEO",3500,172,346,88000,"#Scandal"
"Serie 2",,12/11/15,"VIDEO",5300,501,673,144000,"#Scandal"
"Serie 2",,13/11/15,"FOTO",2500,129,165,,"#Scandal"
"Serie 2",,13/11/15,"FOTO",2300,173,60,,"#Scandal"
"Serie 2",,13/11/15,"FOTO",12000,603,296,,"#Scandal"
"Serie 2",,13/11/15,"LINK",657,40,,,
